x,y,name
18.246248,-0.42540517,harvard_16k_mono
17.806507,-1.3329555,OSR_us_000_0010_8k
16.840307,-1.0238194,OSR_us_000_0011_8k
17.123072,-0.10313942,OSR_us_000_0012_8k
